ApprovalID,ReportID,StepOrder,StepName,ApproverID,ApproverName,Decision,DecisionTimestamp,Comment,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
APR-12397,759552fb-93bb-412d-90d9-4eff0f927ea0,1.0,Manager,manager_d6eb8d5a@example.com,Billy Wright,APPROVE,2025-07-29T13:00:00,,C002,2025-04-12,USD,ITEM-12397,CC200,400000,JNL-THUS,DR,40,PC02,4947.66,Use year during environmental though source.,4947.66,0.0,2025,2024-12-09,1.2026,C,2025-03-01,WORKDAY,EXPENSE,CORP_LEDGER
APR-12398,759552fb-93bb-412d-90d9-4eff0f927ea0,2.0,Finance_Recon,finance_ffed8d32@example.com,Jorge Glover,APPROVE,2025-08-02T10:00:00,Finance reconciliation completed,C002,2025-07-12,EUR,ITEM-12398,CC100,600000,JNL-REPRESENT,SA,50,PC01,1987.26,What imagine yard hotel of.,0.0,1987.26,2025,2025-04-10,1.0969,C,2024-11-24,WORKDAY,PURCHASE,CORP_LEDGER
APR-12399,759720c7-693b-4560-a9f8-4c786418040b,1.0,Manager,manager_99b993eb@example.com,Melissa Campos,APPROVE,2024-09-01T21:00:00,,C001,2024-10-02,INR,ITEM-12399,CC100,600000,JNL-STYLE,SA,40,PC02,1207.18,Term card learn himself manager amount.,1207.18,0.0,2025,2025-04-12,1.2849,C,2024-10-17,WORKDAY,EXPENSE,APAC_LEDGER
APR-12400,759720c7-693b-4560-a9f8-4c786418040b,2.0,Finance,finance_1ccf547c@example.com,Dustin Smith,APPROVE,2024-09-06T18:00:00,,C001,2024-09-22,GBP,ITEM-12400,CC300,400000,JNL-DOOR,DR,40,PC03,1671.71,Own consumer education region.,0.0,1671.71,2025,2025-09-08,0.8729,B,2025-05-15,WORKDAY,EXPENSE,CORP_LEDGER
APR-12401,759720c7-693b-4560-a9f8-4c786418040b,3.0,Finance_Recon,finance_46f3c49a@example.com,Dawn Stewart,APPROVE,2024-09-09T12:00:00,Finance reconciliation completed,C002,2025-02-01,INR,ITEM-12401,CC100,600000,JNL-GAS,DR,50,PC01,1880.08,Staff music line performance various walk him.,1880.08,0.0,2025,2024-10-06,1.4069,C,2025-08-13,WORKDAY,TRAVEL,CORP_LEDGER
APR-12402,7598d7f0-c745-4d80-a002-38dbb1f3772e,1.0,Manager,manager_fdc570b4@example.com,Brandi Sullivan,APPROVE,2025-04-30T07:00:00,,C002,2025-03-13,INR,ITEM-12402,CC100,500000,JNL-SUCCESS,SA,40,PC01,644.59,Begin tree hundred benefit art attention red.,0.0,644.59,2025,2024-12-23,1.2377,C,2025-08-02,WORKDAY,TRAVEL,CORP_LEDGER
APR-12403,7598d7f0-c745-4d80-a002-38dbb1f3772e,2.0,DeptHead,depthead_d3d05b49@example.com,Amy Frazier,APPROVE,2025-05-04T09:00:00,,C002,2024-11-08,EUR,ITEM-12403,CC300,600000,JNL-PROCESS,SA,50,PC03,2337.42,Sign say career join.,2337.42,0.0,2025,2024-10-06,1.1792,C,2025-05-10,SAP,TRAVEL,CORP_LEDGER
APR-12404,7598d7f0-c745-4d80-a002-38dbb1f3772e,3.0,Finance,finance_e190d165@example.com,Keith Cox,APPROVE,2025-05-08T16:00:00,,C002,2025-06-14,GBP,ITEM-12404,CC300,500000,JNL-TREATMENT,SA,50,PC02,4246.91,Conference far seat cup degree community one.,0.0,4246.91,2025,2025-04-04,1.0195,M,2025-03-05,SAP,EXPENSE,CORP_LEDGER
APR-12405,7598d7f0-c745-4d80-a002-38dbb1f3772e,4.0,Finance_Recon,finance_21c156a4@example.com,Steven Fox,APPROVE,2025-05-10T01:00:00,Finance reconciliation completed,C001,2024-10-15,EUR,ITEM-12405,CC200,400000,JNL-BUSINESS,SA,40,PC03,2972.57,Agreement own accept low.,2972.57,0.0,2025,2025-08-16,1.2256,C,2025-07-06,SAP,EXPENSE,CORP_LEDGER
APR-12407,7599750d-58ff-4ded-a3ac-a5dd2aae67bb,1.1,Manager_RESUBMIT,manager_6816e3bc@example.com,Brandon Trujillo,RESUBMITTED,2025-05-23T19:00:00,Resubmitted by owner after additional docs,C002,2025-09-08,USD,ITEM-12406,CC300,500000,JNL-SYSTEM,SA,40,PC03,2883.18,Here cup scientist good anything trade.,0.0,2883.18,2025,2024-12-09,1.3349,M,2025-02-23,SAP,EXPENSE,CORP_LEDGER
APR-12407,7599750d-58ff-4ded-a3ac-a5dd2aae67bb,1.0,Manager,manager_6816e3bc@example.com,Brandon Trujillo,APPROVE,2025-05-23T19:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C002,2024-11-28,EUR,ITEM-12407,CC200,400000,JNL-PROVE,KR,40,PC02,4382.16,Imagine news big land the response.,4382.16,0.0,2025,2025-06-20,1.0058,C,2025-04-09,CONCUR,TRAVEL,APAC_LEDGER
APR-12408,7599750d-58ff-4ded-a3ac-a5dd2aae67bb,2.0,Finance_Recon,finance_ddd5e32b@example.com,Aaron Patel,APPROVE,2025-05-26T15:00:00,Finance reconciliation completed,C002,2025-03-27,USD,ITEM-12408,CC100,400000,JNL-INVESTMENT,KR,50,PC01,153.43,Include join not change our drive.,0.0,153.43,2025,2025-08-18,0.71,B,2025-06-07,WORKDAY,EXPENSE,CORP_LEDGER
APR-12409,759a2da4-b728-4d7f-a935-a8e178a548ce,1.0,Manager,manager_8565015b@example.com,Tamara May,APPROVE,2023-11-20T02:00:00,,C003,2025-09-12,EUR,ITEM-12409,CC200,400000,JNL-SENSE,DR,50,PC01,4972.05,Father you detail check fish shoulder.,4972.05,0.0,2025,2025-08-30,1.3564,M,2025-05-31,SAP,PURCHASE,APAC_LEDGER
APR-12410,759a2da4-b728-4d7f-a935-a8e178a548ce,2.0,Finance_Recon,finance_1b57fa34@example.com,Jimmy Griffin,APPROVE,2023-11-22T09:00:00,Finance reconciliation completed,C002,2025-07-28,INR,ITEM-12410,CC300,400000,JNL-AUTHORITY,KR,40,PC01,60.98,Type result big cost your industry.,0.0,60.98,2025,2025-09-05,1.1909,M,2025-02-21,CONCUR,TRAVEL,CORP_LEDGER
APR-12411,75a008ff-0e32-466e-91a0-37ddd6b49595,1.0,Manager,manager_5e63b636@example.com,Trevor Mccormick,APPROVE,2024-06-10T20:00:00,,C003,2024-11-13,INR,ITEM-12411,CC300,400000,JNL-PARTICULARLY,DR,40,PC02,4904.23,Hundred draw finish happen young old.,4904.23,0.0,2025,2025-07-06,1.0975,C,2025-01-13,CONCUR,TRAVEL,CORP_LEDGER
APR-12412,75a008ff-0e32-466e-91a0-37ddd6b49595,2.0,Finance_Recon,finance_309db4fa@example.com,Pedro Elliott,APPROVE,2024-06-12T10:00:00,Finance reconciliation completed,C003,2025-05-21,INR,ITEM-12412,CC100,400000,JNL-DEMOCRAT,DR,40,PC03,2594.47,Behind power born allow above American season.,0.0,2594.47,2025,2025-05-11,1.3533,B,2024-09-28,SAP,PURCHASE,CORP_LEDGER
APR-12414,75a24a84-2d41-448d-8db2-b03254c09725,1.1,Manager_RESUBMIT,manager_8efcb828@example.com,Andrew Velazquez,RESUBMITTED,2024-08-02T02:00:00,Resubmitted by owner after additional docs,C001,2025-03-30,INR,ITEM-12413,CC100,600000,JNL-WEAR,SA,50,PC01,3896.15,Offer argue fish reduce size Republican role.,3896.15,0.0,2025,2025-01-25,1.257,C,2025-03-28,SAP,PURCHASE,CORP_LEDGER
APR-12414,75a24a84-2d41-448d-8db2-b03254c09725,1.0,Manager,manager_8efcb828@example.com,Andrew Velazquez,APPROVE,2024-08-03T02:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C001,2025-04-22,INR,ITEM-12414,CC200,500000,JNL-THREAT,KR,50,PC02,4287.75,Why us these person.,0.0,4287.75,2025,2025-04-07,1.1502,C,2025-04-29,SAP,EXPENSE,CORP_LEDGER
APR-12415,75a24a84-2d41-448d-8db2-b03254c09725,2.0,Finance_Recon,finance_6a8b6b0e@example.com,Teresa Rosales,APPROVE,2024-08-04T22:00:00,Finance reconciliation completed,C002,2025-08-05,USD,ITEM-12415,CC300,500000,JNL-GAME,KR,50,PC02,4510.42,Learn specific matter purpose.,4510.42,0.0,2025,2025-03-24,0.935,B,2024-11-06,CONCUR,EXPENSE,APAC_LEDGER
APR-12416,75b2f8a3-0350-4843-900b-f840cf0eb75c,1.0,Manager,manager_9b85484a@example.com,Cynthia Bernard,APPROVE,2025-06-27T18:00:00,,C003,2025-04-19,EUR,ITEM-12416,CC100,500000,JNL-FEDERAL,DR,50,PC02,2843.49,However usually law dark which per according.,0.0,2843.49,2025,2024-10-18,1.0378,B,2025-02-05,CONCUR,EXPENSE,APAC_LEDGER
APR-12417,75b2f8a3-0350-4843-900b-f840cf0eb75c,2.0,Finance_Recon,finance_18efcd8f@example.com,Christopher Whitaker,APPROVE,2025-06-29T00:00:00,Finance reconciliation completed,C002,2024-10-23,EUR,ITEM-12417,CC200,600000,JNL-CENTURY,KR,40,PC02,1040.41,Animal case against site.,1040.41,0.0,2025,2025-05-06,1.168,B,2024-12-10,SAP,PURCHASE,CORP_LEDGER
APR-12418,75b3ff4e-bddf-4d40-abed-e107e27b5eeb,1.0,Manager,manager_c8552258@example.com,Matthew Hodge,APPROVE,2024-09-25T07:00:00,,C003,2025-05-14,EUR,ITEM-12418,CC300,500000,JNL-NATIONAL,KR,50,PC03,682.89,Father most management local none.,0.0,682.89,2025,2025-04-21,0.9976,M,2024-11-04,WORKDAY,PURCHASE,CORP_LEDGER
APR-12419,75b3ff4e-bddf-4d40-abed-e107e27b5eeb,2.0,Finance_Recon,finance_5487dd43@example.com,Emily Neal,APPROVE,2024-09-29T22:00:00,Finance reconciliation completed,C003,2024-11-15,USD,ITEM-12419,CC200,500000,JNL-SUFFER,KR,40,PC01,2535.99,Consumer above huge data personal half.,2535.99,0.0,2025,2025-01-15,0.7106,B,2024-10-14,SAP,TRAVEL,CORP_LEDGER
APR-12420,75b982ef-9dc6-4c43-89ce-6c583baebb61,1.0,Manager,manager_a0324b57@example.com,Donald Beck,APPROVE,2025-09-10T03:00:00,,C001,2025-08-16,USD,ITEM-12420,CC200,600000,JNL-RISE,DR,40,PC03,1101.41,Force adult analysis while Mrs identify.,0.0,1101.41,2025,2024-10-19,1.3045,M,2025-06-18,WORKDAY,EXPENSE,APAC_LEDGER
APR-12421,75b982ef-9dc6-4c43-89ce-6c583baebb61,2.0,Finance_Recon,finance_d1f1d68c@example.com,Samuel Taylor,APPROVE,2025-09-11T02:00:00,Finance reconciliation completed,C003,2025-01-02,GBP,ITEM-12421,CC200,500000,JNL-PAGE,KR,40,PC01,4418.79,Ago family shake decision current bill.,4418.79,0.0,2025,2025-07-30,0.7479,B,2025-07-05,SAP,EXPENSE,CORP_LEDGER
APR-12422,75bea03c-54ac-4fc8-a030-0f2c267bd79e,1.0,Manager,manager_9f6fafab@example.com,Taylor Boyd,APPROVE,2025-08-10T03:00:00,,C002,2025-01-26,USD,ITEM-12422,CC100,500000,JNL-DETERMINE,DR,40,PC03,4107.72,Oil energy we require agent.,0.0,4107.72,2025,2025-06-08,1.2956,C,2025-06-22,WORKDAY,PURCHASE,APAC_LEDGER
APR-12423,75bea03c-54ac-4fc8-a030-0f2c267bd79e,2.0,DeptHead,depthead_86585a50@example.com,Brianna Sherman,APPROVE,2025-08-15T05:00:00,,C002,2024-09-28,USD,ITEM-12423,CC200,400000,JNL-ARM,DR,40,PC01,2717.94,Again candidate choose employee.,2717.94,0.0,2025,2025-03-02,1.0134,C,2025-08-01,SAP,TRAVEL,APAC_LEDGER
APR-12424,75bea03c-54ac-4fc8-a030-0f2c267bd79e,3.0,Finance,finance_70718530@example.com,Raymond Maldonado,APPROVE,2025-08-22T16:00:00,,C002,2025-02-24,GBP,ITEM-12424,CC300,400000,JNL-WIN,DR,40,PC01,1574.84,Participant process president hour.,0.0,1574.84,2025,2024-10-13,1.2532,M,2024-12-31,CONCUR,PURCHASE,CORP_LEDGER
APR-12425,75bea03c-54ac-4fc8-a030-0f2c267bd79e,4.0,Finance_Recon,finance_c44bfd66@example.com,Heidi Flores,APPROVE,2025-08-24T13:00:00,Finance reconciliation completed,C002,2024-12-11,GBP,ITEM-12425,CC300,600000,JNL-A,DR,40,PC02,1520.37,Require system method long develop.,1520.37,0.0,2025,2024-12-19,1.2558,M,2025-07-03,WORKDAY,PURCHASE,CORP_LEDGER
APR-12426,75c7a154-4df9-49d6-bafd-7d2a88077ec9,1.0,Manager,manager_af156c28@example.com,Randy King,APPROVE,2024-07-21T18:00:00,,C003,2025-01-27,INR,ITEM-12426,CC300,600000,JNL-SORT,DR,50,PC03,1635.16,Threat decide great training as change.,0.0,1635.16,2025,2024-11-08,1.1914,C,2025-01-04,CONCUR,EXPENSE,CORP_LEDGER
APR-12427,75c7a154-4df9-49d6-bafd-7d2a88077ec9,2.0,Finance,finance_70202c67@example.com,Jennifer Moran,APPROVE,2024-07-24T08:00:00,,C002,2025-07-18,GBP,ITEM-12427,CC100,600000,JNL-MONEY,DR,40,PC02,3572.55,Bring off forget well call.,3572.55,0.0,2025,2024-11-24,0.7264,M,2024-11-10,SAP,PURCHASE,APAC_LEDGER
APR-12428,75c7a154-4df9-49d6-bafd-7d2a88077ec9,3.0,Finance_Recon,finance_3fe42af9@example.com,James Nelson,APPROVE,2024-07-26T06:00:00,Finance reconciliation completed,C001,2025-01-26,USD,ITEM-12428,CC300,500000,JNL-PROFESSOR,SA,50,PC01,2296.03,Door mind information pay beyond yard story.,0.0,2296.03,2025,2024-11-21,1.3831,M,2025-01-01,SAP,EXPENSE,CORP_LEDGER
APR-12429,75cdfd5d-d9a7-4bb9-b61c-f92c34a445fb,1.0,Manager,manager_e647bdd5@example.com,Katelyn Smith,APPROVE,2024-10-30T09:00:00,,C001,2025-05-13,USD,ITEM-12429,CC200,400000,JNL-COUNTRY,KR,50,PC03,2689.97,Hope along leave style.,2689.97,0.0,2025,2025-04-03,1.194,C,2025-09-06,SAP,TRAVEL,CORP_LEDGER
APR-12431,75cdfd5d-d9a7-4bb9-b61c-f92c34a445fb,2.1,Finance_RESUBMIT,finance_36f73c19@example.com,Rebecca Combs,RESUBMITTED,2024-11-06T03:00:00,Resubmitted by owner after additional docs,C002,2025-01-18,INR,ITEM-12430,CC300,500000,JNL-CAN,DR,50,PC01,3019.74,Firm game occur growth heavy.,0.0,3019.74,2025,2025-05-16,1.3777,M,2024-10-15,CONCUR,EXPENSE,APAC_LEDGER
APR-12431,75cdfd5d-d9a7-4bb9-b61c-f92c34a445fb,2.0,Finance,finance_36f73c19@example.com,Rebecca Combs,APPROVE,2024-11-06T03:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C003,2025-03-13,USD,ITEM-12431,CC300,600000,JNL-MEDIA,DR,40,PC03,1703.54,Build responsibility foot door cut alone.,1703.54,0.0,2025,2025-06-12,0.9546,M,2025-04-20,SAP,PURCHASE,APAC_LEDGER
APR-12432,75cdfd5d-d9a7-4bb9-b61c-f92c34a445fb,3.0,Finance_Recon,finance_5c5b7b8b@example.com,William Wilson,APPROVE,2024-11-07T03:00:00,Finance reconciliation completed,C003,2025-03-21,EUR,ITEM-12432,CC200,600000,JNL-OWNER,KR,40,PC02,4198.92,Deep office stand call last.,0.0,4198.92,2025,2025-03-31,1.0328,B,2025-05-15,CONCUR,PURCHASE,CORP_LEDGER
APR-12433,75d102a7-adf5-4632-93aa-f64d08127691,1.0,Manager,manager_f884e5b6@example.com,Rose White,APPROVE,2024-10-08T15:00:00,,C003,2025-05-04,USD,ITEM-12433,CC300,400000,JNL-ONLY,KR,40,PC01,4032.3,Discuss none he kind.,4032.3,0.0,2025,2024-11-28,0.8908,B,2025-04-13,CONCUR,TRAVEL,CORP_LEDGER
APR-12434,75d102a7-adf5-4632-93aa-f64d08127691,2.0,Finance_Recon,finance_62d5da5d@example.com,Patricia White,APPROVE,2024-10-10T07:00:00,Finance reconciliation completed,C001,2024-09-30,EUR,ITEM-12434,CC300,400000,JNL-RANGE,DR,40,PC03,4727.85,Interview place decide small require.,0.0,4727.85,2025,2025-03-13,1.2416,B,2025-08-27,SAP,TRAVEL,APAC_LEDGER
APR-12435,75d266e5-e017-4cd4-9a98-93aea06d68eb,1.0,Manager,manager_860739ff@example.com,Amy Morton,REJECT,2024-11-06T01:00:00,,C001,2025-09-15,USD,ITEM-12435,CC100,500000,JNL-IDENTIFY,KR,40,PC02,3857.58,Figure reality mother understand.,3857.58,0.0,2025,2024-10-12,1.3024,B,2025-02-26,WORKDAY,PURCHASE,CORP_LEDGER
APR-12436,75d9e101-c3f4-40e6-9194-fe14eaf2d46c,1.0,Manager,manager_53189ffa@example.com,Doris Long,APPROVE,2024-07-06T04:00:00,,C003,2025-06-25,USD,ITEM-12436,CC200,600000,JNL-DISCOVER,SA,40,PC02,286.04,Because test believe water road by group.,0.0,286.04,2025,2024-11-17,1.116,M,2025-03-31,SAP,EXPENSE,CORP_LEDGER
APR-12437,75d9e101-c3f4-40e6-9194-fe14eaf2d46c,2.0,Finance,finance_a145bae1@example.com,Mary Osborn,APPROVE,2024-07-08T16:00:00,,C003,2025-06-09,GBP,ITEM-12437,CC100,400000,JNL-WINDOW,KR,40,PC02,2568.39,Check movement traditional keep kitchen.,2568.39,0.0,2025,2025-05-15,0.8308,C,2025-08-23,SAP,TRAVEL,APAC_LEDGER
APR-12438,75d9e101-c3f4-40e6-9194-fe14eaf2d46c,3.0,Finance_Recon,finance_effac214@example.com,Lisa Logan,APPROVE,2024-07-08T20:00:00,Finance reconciliation completed,C003,2024-10-13,USD,ITEM-12438,CC100,500000,JNL-MIND,KR,40,PC01,2907.86,Range many they off cell customer.,0.0,2907.86,2025,2025-02-02,0.729,C,2025-03-15,CONCUR,EXPENSE,CORP_LEDGER
APR-12439,75edeeb2-e7dc-463e-9309-7178370de98e,1.0,Manager,manager_12003e4e@example.com,Megan Hess,APPROVE,2025-02-27T23:00:00,,C001,2025-05-16,EUR,ITEM-12439,CC300,500000,JNL-LARGE,KR,40,PC01,3562.83,Executive not against church mention.,3562.83,0.0,2025,2025-02-22,0.9946,B,2025-09-11,WORKDAY,TRAVEL,CORP_LEDGER
APR-12440,75edeeb2-e7dc-463e-9309-7178370de98e,2.0,Finance,finance_081478d5@example.com,Elizabeth Davis,APPROVE,2025-03-04T23:00:00,,C001,2025-07-17,GBP,ITEM-12440,CC100,400000,JNL-SOCIAL,DR,40,PC01,2716.99,Hour sort memory possible list.,0.0,2716.99,2025,2025-09-08,1.2416,B,2025-05-17,CONCUR,PURCHASE,CORP_LEDGER
APR-12441,75edeeb2-e7dc-463e-9309-7178370de98e,3.0,Finance_Recon,finance_35d0e9ea@example.com,Michael Maxwell,APPROVE,2025-03-06T16:00:00,Finance reconciliation completed,C001,2025-06-28,GBP,ITEM-12441,CC300,400000,JNL-MEAN,KR,40,PC01,1212.33,Economy enter meet purpose one also.,1212.33,0.0,2025,2025-02-15,0.7936,M,2025-04-03,CONCUR,TRAVEL,APAC_LEDGER
APR-12442,75f3d9d4-eaf0-4c76-bc9b-109413b88a3d,1.0,Manager,manager_599d0372@example.com,Diane Perry,APPROVE,2024-10-19T05:00:00,,C003,2025-03-29,GBP,ITEM-12442,CC100,500000,JNL-THE,SA,40,PC01,2193.53,Number doctor establish simple help current TV chair.,0.0,2193.53,2025,2025-02-17,0.9302,M,2025-03-17,WORKDAY,TRAVEL,CORP_LEDGER
APR-12443,75f3d9d4-eaf0-4c76-bc9b-109413b88a3d,2.0,Finance_Recon,finance_c6811b98@example.com,Ralph Acevedo,APPROVE,2024-10-21T00:00:00,Finance reconciliation completed,C002,2025-01-25,EUR,ITEM-12443,CC100,600000,JNL-TECHNOLOGY,KR,40,PC01,1095.58,Despite wonder economy lay.,1095.58,0.0,2025,2024-12-14,1.4908,M,2024-12-15,SAP,EXPENSE,CORP_LEDGER
APR-12444,75f5ea1e-b91d-49ab-ad3a-0a7472ba176f,1.0,Manager,manager_18b6d8c2@example.com,Daniel Coleman,APPROVE,2024-04-13T22:00:00,,C001,2024-10-26,USD,ITEM-12444,CC200,600000,JNL-COURT,SA,50,PC03,3558.84,Forward indicate always.,0.0,3558.84,2025,2025-09-18,1.2843,M,2024-11-26,SAP,EXPENSE,CORP_LEDGER
APR-12445,75f5ea1e-b91d-49ab-ad3a-0a7472ba176f,2.0,Finance_Recon,finance_c058e76c@example.com,Paul Bridges,APPROVE,2024-04-14T15:00:00,Finance reconciliation completed,C001,2025-04-27,USD,ITEM-12445,CC300,400000,JNL-SPRING,DR,50,PC02,2332.78,Product finish pattern window different manage.,2332.78,0.0,2025,2025-07-04,0.7373,M,2025-04-02,CONCUR,PURCHASE,CORP_LEDGER
APR-12446,75f903b7-a037-43e6-9f80-56cdc6540eca,1.0,Manager,manager_0ff99d87@example.com,Jeremiah Smith,APPROVE,2024-10-21T21:00:00,,C002,2024-11-24,INR,ITEM-12446,CC100,600000,JNL-ACCEPT,KR,50,PC01,1152.05,Yes city attention claim.,0.0,1152.05,2025,2025-07-11,1.4053,M,2025-06-02,CONCUR,TRAVEL,CORP_LEDGER
APR-12447,75f903b7-a037-43e6-9f80-56cdc6540eca,2.0,Finance,finance_70d044d3@example.com,Calvin Anderson,APPROVE,2024-10-24T18:00:00,,C001,2025-07-24,INR,ITEM-12447,CC200,500000,JNL-SCHOOL,DR,50,PC02,1831.25,Through couple fast oil center somebody.,1831.25,0.0,2025,2025-06-27,1.3938,C,2025-01-17,CONCUR,EXPENSE,CORP_LEDGER
APR-12448,75f903b7-a037-43e6-9f80-56cdc6540eca,3.0,Finance_Recon,finance_cdb6f2ff@example.com,Jennifer Brooks,APPROVE,2024-10-27T05:00:00,Finance reconciliation completed,C003,2025-05-06,INR,ITEM-12448,CC200,600000,JNL-RACE,SA,50,PC02,4919.73,Receive if environment result.,0.0,4919.73,2025,2025-06-11,0.7683,B,2025-04-22,SAP,EXPENSE,APAC_LEDGER
APR-12449,75fc18a9-6c57-4223-a6bc-e031b8e23615,1.0,Manager,manager_06b1bdd2@example.com,Kimberly Nguyen,APPROVE,2023-12-07T05:00:00,,C002,2024-11-20,INR,ITEM-12449,CC300,500000,JNL-TREAT,SA,50,PC03,2200.28,Respond heart save agreement design recent.,2200.28,0.0,2025,2025-05-26,1.1271,C,2025-07-12,WORKDAY,TRAVEL,APAC_LEDGER
APR-12450,75fc18a9-6c57-4223-a6bc-e031b8e23615,2.0,Finance_Recon,finance_c0ad720a@example.com,Justin Perkins,APPROVE,2023-12-07T13:00:00,Finance reconciliation completed,C001,2025-04-11,EUR,ITEM-12450,CC100,600000,JNL-NEAR,SA,40,PC01,1043.25,Foreign point sit exactly save floor off.,0.0,1043.25,2025,2024-11-26,0.966,M,2025-05-27,WORKDAY,PURCHASE,CORP_LEDGER
APR-12451,7608e642-336d-4ea7-81a3-ae243c93e540,1.0,Manager,manager_80347fa3@example.com,Kathryn Gonzales,APPROVE,2024-05-06T11:00:00,,C003,2025-06-04,INR,ITEM-12451,CC100,500000,JNL-RUN,SA,40,PC02,4242.57,Our also one coach weight responsibility.,4242.57,0.0,2025,2024-12-17,1.2245,C,2025-07-04,WORKDAY,EXPENSE,CORP_LEDGER
APR-12452,7608e642-336d-4ea7-81a3-ae243c93e540,2.0,Finance_Recon,finance_f3714a30@example.com,Gary Smith,APPROVE,2024-05-07T22:00:00,Finance reconciliation completed,C003,2025-09-13,EUR,ITEM-12452,CC200,400000,JNL-DRUG,KR,40,PC01,3430.28,Trial authority recent travel.,0.0,3430.28,2025,2025-07-08,0.759,C,2024-09-23,WORKDAY,EXPENSE,CORP_LEDGER
APR-12453,760c49be-5b2d-4e20-b06a-76c52c5f241a,1.0,Manager,manager_b146aed4@example.com,Joel Hernandez,APPROVE,2024-12-22T15:00:00,,C001,2025-04-21,GBP,ITEM-12453,CC200,400000,JNL-PULL,DR,40,PC03,3472.9,Radio only year business top.,3472.9,0.0,2025,2025-01-06,0.9616,B,2025-01-13,SAP,PURCHASE,CORP_LEDGER
APR-12454,760c49be-5b2d-4e20-b06a-76c52c5f241a,2.0,Finance_Recon,finance_c65ce886@example.com,Jenna Wallace MD,APPROVE,2024-12-22T22:00:00,Finance reconciliation completed,C003,2025-02-11,GBP,ITEM-12454,CC100,500000,JNL-AROUND,DR,50,PC03,1653.3,Group production state shoulder benefit write assume.,0.0,1653.3,2025,2025-04-03,1.0388,C,2025-08-21,WORKDAY,TRAVEL,APAC_LEDGER
APR-12455,761519f2-73b5-4ea4-82c7-71b0a1cde205,1.0,Manager,manager_85a6390d@example.com,Rachel Beltran,APPROVE,2025-06-28T03:00:00,,C003,2025-08-25,EUR,ITEM-12455,CC300,500000,JNL-CHAIR,KR,40,PC03,2224.41,Indeed collection society him avoid clearly.,2224.41,0.0,2025,2025-08-24,1.3931,C,2025-05-24,WORKDAY,TRAVEL,CORP_LEDGER
APR-12456,761519f2-73b5-4ea4-82c7-71b0a1cde205,2.0,Finance_Recon,finance_b6ebd95a@example.com,Joseph Kramer,APPROVE,2025-07-02T07:00:00,Finance reconciliation completed,C003,2024-11-29,INR,ITEM-12456,CC200,600000,JNL-WHETHER,SA,40,PC02,4804.93,Reason with school century single physical.,0.0,4804.93,2025,2025-01-14,1.4244,C,2024-11-21,WORKDAY,PURCHASE,CORP_LEDGER
APR-12457,76161432-80ba-4523-90ac-4a56179e4f96,1.0,Manager,manager_93485093@example.com,Eddie Price,APPROVE,2024-06-28T17:00:00,,C002,2025-01-21,GBP,ITEM-12457,CC100,600000,JNL-YOUR,KR,50,PC01,1486.08,Head whom serious program soldier common.,1486.08,0.0,2025,2024-12-14,0.7597,B,2025-03-29,CONCUR,EXPENSE,CORP_LEDGER
APR-12458,76161432-80ba-4523-90ac-4a56179e4f96,2.0,Finance,finance_7f104948@example.com,Lauren Haley,APPROVE,2024-07-03T02:00:00,,C002,2025-06-07,INR,ITEM-12458,CC300,400000,JNL-FINALLY,DR,50,PC02,86.77,See something worker necessary thus.,0.0,86.77,2025,2025-05-07,1.4917,M,2025-07-22,SAP,TRAVEL,CORP_LEDGER
APR-12459,76161432-80ba-4523-90ac-4a56179e4f96,3.0,Finance_Recon,finance_b8310f1a@example.com,Sarah Thomas,APPROVE,2024-07-05T09:00:00,Finance reconciliation completed,C002,2025-02-05,EUR,ITEM-12459,CC100,500000,JNL-EVIDENCE,SA,40,PC03,3109.48,Care size learn half adult.,3109.48,0.0,2025,2025-05-28,0.8551,C,2024-12-07,WORKDAY,EXPENSE,CORP_LEDGER
APR-12460,7618a358-af60-4997-b90e-4eab7a437520,1.0,Manager,manager_836285c6@example.com,Antonio Richards,APPROVE,2024-09-01T08:00:00,,C003,2025-03-31,INR,ITEM-12460,CC200,400000,JNL-EITHER,KR,50,PC01,460.65,Newspaper surface general feeling PM look probably.,0.0,460.65,2025,2024-10-11,1.3551,C,2024-11-17,WORKDAY,TRAVEL,CORP_LEDGER
APR-12461,7618a358-af60-4997-b90e-4eab7a437520,2.0,Finance_Recon,finance_b2dfaf5f@example.com,Rebecca Taylor,APPROVE,2024-09-05T12:00:00,Finance reconciliation completed,C002,2025-07-24,USD,ITEM-12461,CC200,600000,JNL-HOPE,SA,50,PC01,4402.11,Computer public in control discuss himself job.,4402.11,0.0,2025,2024-10-18,0.9168,C,2025-01-18,SAP,TRAVEL,APAC_LEDGER
